2.00000e-01 2.11636e+03 2.664136e+01 2.4186784e-02 3.091130e-03 6.980206e-03 1.1569233e-03 
4.00000e-01 4.51975e+02 5.739440e+00 4.4438707e-02 5.689092e-03 1.726882e-02 2.8529900e-03 
5.99999e-01 1.37503e+02 1.806842e+00 6.1807933e-02 7.927462e-03 2.813894e-02 4.6381503e-03 
8.00000e-01 5.00465e+01 6.960460e-01 7.6762987e-02 9.866726e-03 3.866524e-02 6.3607874e-03 
1.00000e+00 1.97327e+01 2.966481e-01 9.0416763e-02 1.165715e-02 4.927400e-02 8.0924366e-03 
1.19999e+00 8.30605e+00 1.365386e-01 1.0266501e-01 1.329795e-02 5.964199e-02 9.7813569e-03 
1.39999e+00 3.69027e+00 6.613664e-02 1.1263427e-01 1.467555e-02 6.874493e-02 1.1260218e-02 
1.60000e+00 1.67046e+00 3.269679e-02 1.2188160e-01 1.599437e-02 7.759121e-02 1.2686173e-02 
1.80000e+00 7.79295e-01 1.660225e-02 1.2971561e-01 1.718816e-02 8.562332e-02 1.3984920e-02 
2.00000e+00 3.67223e-01 8.596809e-03 1.3696554e-01 1.841609e-02 9.341653e-02 1.5275153e-02 
2.20000e+00 1.73384e-01 4.472428e-03 1.4289319e-01 1.957764e-02 9.992517e-02 1.6374976e-02 
2.39999e+00 8.09670e-02 2.285897e-03 1.4593102e-01 2.042050e-02 1.037466e-01 1.7064947e-02 
2.60000e+00 3.71584e-02 1.128698e-03 1.4382178e-01 2.058246e-02 1.031336e-01 1.7181975e-02 
2.79999e+00 1.70170e-02 5.352756e-04 1.3320616e-01 1.951653e-02 9.553770e-02 1.6217136e-02 
3.00000e+00 7.89448e-03 2.346462e-04 1.0768676e-01 1.616385e-02 7.692960e-02 1.3379534e-02 
