#pT  dN/(2pi dy pT dpT)  dN/(2pi dy pT dpT)_err  vn[2]  vn[2]_err
1.1004284246e-01  5.6935115528e-02  2.8165871059e-03  3.9606911688e-01  4.6225166312e-02  4.8464710360e-01  3.5752659701e-02  4.5136039023e-01  3.9793716337e-02  4.6632835929e-01  3.5724730215e-02  4.9107661544e-01  3.4695978111e-02  4.8641415810e-01  3.6182047544e-02  
2.0324957980e-01  5.4285184005e-02  2.4510856775e-03  2.7789965080e-01  3.6277434541e-02  3.6822504080e-01  3.4430870785e-02  3.1127952672e-01  3.4620457091e-02  3.3397270424e-01  3.7536874865e-02  3.0307440776e-01  3.5822645908e-02  3.9515714496e-01  3.2942229411e-02  
3.0380899549e-01  5.5171891409e-02  1.9379852656e-03  2.5161978154e-01  2.8880054294e-02  2.4450897805e-01  2.6810980063e-02  2.3952270181e-01  2.6097703801e-02  2.5661798455e-01  2.4722629431e-02  2.6112701700e-01  3.0433347263e-02  2.3906385272e-01  2.5179708761e-02  
4.0053465495e-01  5.3712162033e-02  1.7461978017e-03  2.0264707726e-01  1.8313845974e-02  2.1007534422e-01  2.1588376003e-02  1.9500769067e-01  2.0750863997e-02  2.0740116721e-01  1.8210359756e-02  1.9461012742e-01  1.9289704775e-02  1.7704359082e-01  1.9587720474e-02  
5.0037708814e-01  5.1255452801e-02  1.5379530120e-03  1.5678536033e-01  1.7591236057e-02  2.0319922106e-01  1.7738291295e-02  1.8109400799e-01  1.4648373937e-02  1.9292705579e-01  1.6862762092e-02  2.1196750261e-01  2.6402789610e-02  1.7081878865e-01  1.9915503742e-02  
6.0110269221e-01  4.9164140146e-02  1.4329243621e-03  1.8391474441e-01  1.5115713981e-02  1.5822221995e-01  1.6288087705e-02  1.9816758559e-01  2.0290774220e-02  1.6386827308e-01  1.9097401165e-02  1.7058131008e-01  1.5322029818e-02  1.6466383604e-01  1.7830532263e-02  
7.0019703063e-01  4.5645975794e-02  1.3004849185e-03  1.9167693979e-01  2.1058261254e-02  1.8700933464e-01  1.6992299634e-02  1.8022224861e-01  1.7178418179e-02  1.5822449790e-01  1.4182502227e-02  1.3971437591e-01  1.6867002316e-02  1.8421091706e-01  1.4279264731e-02  
8.0059323335e-01  4.0430037571e-02  9.0260906671e-04  1.9956797212e-01  1.4001842522e-02  1.6520707002e-01  1.5959600588e-02  1.3729426735e-01  1.6611979093e-02  1.7281954335e-01  1.5163223670e-02  1.3293356696e-01  1.9462256763e-02  1.7527586691e-01  1.4854720701e-02  
9.0055184635e-01  3.8327741107e-02  1.0966025227e-03  1.3426662583e-01  1.8935750038e-02  1.4411412690e-01  1.6379007697e-02  1.7303638273e-01  1.8286345068e-02  1.5106155721e-01  1.5948582954e-02  1.6106744437e-01  1.6600654394e-02  1.7028338949e-01  1.7227075992e-02  
9.9966783785e-01  3.4983396517e-02  8.4069071460e-04  1.7913716627e-01  1.3241229527e-02  1.2357234630e-01  1.6766203879e-02  1.7834549460e-01  1.7536557513e-02  1.5698124977e-01  1.2532674743e-02  1.6207179572e-01  1.7135941243e-02  1.4619727637e-01  1.4393170525e-02  
1.0986475972e+00  3.0320803738e-02  7.8083650258e-04  1.7426012456e-01  1.8069973657e-02  1.6239030253e-01  1.6906506814e-02  1.6415874600e-01  1.6101200358e-02  1.4401059842e-01  1.8498094171e-02  1.6204974406e-01  1.4483689939e-02  1.7286528698e-01  1.1347088777e-02  
1.1989194604e+00  2.7011228933e-02  6.2423261212e-04  1.6247810365e-01  1.4354987042e-02  1.7951255713e-01  1.7237351380e-02  1.5279387626e-01  1.6379603957e-02  1.6977084358e-01  1.5255790113e-02  1.8601346102e-01  2.0274532593e-02  1.7227889289e-01  1.4453462238e-02  
1.3007500205e+00  2.3220170664e-02  5.6210425465e-04  2.1207661361e-01  1.6770813114e-02  1.8708776215e-01  1.8247945001e-02  1.4072902093e-01  1.7745285050e-02  1.8961990135e-01  1.8896687809e-02  1.6571658808e-01  1.7179948786e-02  1.6494167225e-01  1.6733529203e-02  
1.3991172868e+00  1.9412590389e-02  4.9857193627e-04  1.7265591954e-01  1.8982161296e-02  1.6366024791e-01  1.5587271304e-02  1.8096850569e-01  1.8699024884e-02  2.0543135837e-01  1.7780373703e-02  1.7598207988e-01  2.1592505032e-02  2.1880076026e-01  1.7135589691e-02  
1.5000460481e+00  1.5904157066e-02  4.1145520653e-04  2.0146258182e-01  1.8385615883e-02  1.5410358776e-01  1.9123916219e-02  1.6051131719e-01  2.1007044205e-02  1.8172667580e-01  1.7423306706e-02  1.5899999285e-01  1.8525808677e-02  1.8784257355e-01  2.0770622906e-02  
1.5987811837e+00  1.3578383739e-02  3.5675430516e-04  1.7912110327e-01  2.1976411860e-02  2.4350950768e-01  1.8187155625e-02  2.6607580066e-01  1.9419149523e-02  2.2392852014e-01  2.0564634482e-02  2.4310954649e-01  2.5013142844e-02  2.3099783307e-01  1.7771864933e-02  
1.6983868676e+00  1.0549502339e-02  3.2928182755e-04  2.6219769613e-01  2.1748951510e-02  2.3759983317e-01  2.4615141891e-02  2.2744186338e-01  2.3892666989e-02  2.2806572895e-01  2.1983594181e-02  2.5210256636e-01  2.2330917247e-02  2.3386277827e-01  2.0473905186e-02  
1.7963582663e+00  9.6842507329e-03  2.7378928445e-04  2.3772882195e-01  2.4081065256e-02  2.3794463522e-01  2.1229157890e-02  2.4153356014e-01  2.3697162785e-02  2.4761855617e-01  2.4515919848e-02  2.1918212853e-01  2.2532902916e-02  2.4292106495e-01  2.4194834569e-02  
1.8984140948e+00  7.5863626222e-03  2.9230315375e-04  2.7160658234e-01  2.7879190405e-02  3.1466428161e-01  2.7965791654e-02  3.1303306744e-01  2.8741484905e-02  2.7156762221e-01  2.6499551143e-02  2.9059622376e-01  2.1397726519e-02  3.0075023630e-01  2.6347879800e-02  
1.9979605955e+00  6.4590336281e-03  2.5737749413e-04  2.7222151367e-01  2.6772654163e-02  3.1852780510e-01  2.9329949801e-02  2.9793468554e-01  2.9148393008e-02  2.8528012240e-01  2.8917720758e-02  2.8519370658e-01  2.8047523168e-02  2.8295601171e-01  2.7148997926e-02  
2.1004584539e+00  5.4000770836e-03  2.1733502097e-04  2.9914271128e-01  3.3714161162e-02  3.8260155000e-01  3.3528054725e-02  3.3785112413e-01  3.2088341558e-02  3.3404661542e-01  3.4277586016e-02  3.0336688850e-01  3.5340733796e-02  3.1633271633e-01  3.4742135482e-02  
2.1982899251e+00  3.8642641897e-03  1.9034855871e-04  4.3120993643e-01  3.4580843781e-02  4.5227531317e-01  3.4016589768e-02  4.9215486518e-01  3.4331096482e-02  4.0190763643e-01  3.7173831841e-02  4.4236193574e-01  3.6930186767e-02  4.2646978134e-01  3.8996739863e-02  
2.2967659298e+00  3.2521998482e-03  1.7927469098e-04  4.2854686951e-01  3.7200053006e-02  4.2095144148e-01  4.0082389143e-02  4.6214011761e-01  3.6458273835e-02  4.9909420462e-01  3.5912582533e-02  4.2513892261e-01  3.7106854551e-02  4.5926371485e-01  3.9232026224e-02  
2.3986642728e+00  2.4627392689e-03  1.5755458525e-04  4.3359662764e-01  4.2254564264e-02  5.0371170484e-01  3.7501432045e-02  4.9804571944e-01  3.8048021289e-02  4.6179710967e-01  4.0074364226e-02  4.4116305013e-01  4.0188318870e-02  4.7529420035e-01  3.7715190052e-02  
2.4996398086e+00  2.0116958674e-03  1.3844087046e-04  5.8324814143e-01  3.6677044386e-02  5.5695196896e-01  3.5578297108e-02  5.2987491462e-01  3.9195753994e-02  5.1094997202e-01  4.0293333648e-02  5.3752580551e-01  3.9636823476e-02  5.3330161553e-01  4.0162088212e-02  
2.6011672196e+00  1.5265211672e-03  1.1026601849e-04  6.3333712840e-01  3.5578225741e-02  6.1523955766e-01  3.7975478991e-02  5.8844866201e-01  3.9073887523e-02  6.3683923037e-01  3.6613241877e-02  6.1339213360e-01  3.8396605827e-02  6.2437516394e-01  3.7039017679e-02  
2.7001423943e+00  1.4283773513e-03  9.1265388431e-05  5.7941223487e-01  3.7089761850e-02  5.7150618097e-01  3.9254664947e-02  5.6745088021e-01  3.6838399852e-02  6.2443799931e-01  3.5121265002e-02  6.2041108924e-01  3.4687589665e-02  5.5097578633e-01  4.0003989178e-02  
2.7953778961e+00  1.0828135811e-03  8.7911616585e-05  5.6372530661e-01  4.0907266687e-02  5.7196815259e-01  4.1649065548e-02  6.1529208868e-01  3.7862418118e-02  6.2315881419e-01  3.8170822159e-02  6.1851137612e-01  3.7645984796e-02  6.2455056245e-01  3.6163391088e-02  
2.8982093163e+00  7.5802808602e-04  7.4226694543e-05  5.8666262244e-01  4.0737517389e-02  6.3086461823e-01  3.7668367289e-02  6.4126830057e-01  3.6386393905e-02  6.5808774369e-01  3.5125512904e-02  6.1525893507e-01  3.8907773272e-02  6.3249597658e-01  3.6166769407e-02  
2.9962946953e+00  6.2458937472e-04  6.5793926700e-05  6.6677422925e-01  3.7632943670e-02  6.9240223047e-01  3.4585304896e-02  6.8768946792e-01  3.4097348933e-02  6.7332931632e-01  3.5800610401e-02  6.6539923538e-01  3.6310577757e-02  6.4678360013e-01  3.7984102049e-02  
3.0956803867e+00  5.6773924600e-04  5.4973629582e-05  7.1340965598e-01  3.3792009525e-02  6.8962082790e-01  3.5648387728e-02  6.9474472397e-01  3.6012417227e-02  6.8883353049e-01  3.5399125905e-02  6.7546000845e-01  3.7381358207e-02  7.1082224707e-01  3.4416800751e-02  
3.2022186860e+00  4.3704760075e-04  4.9281804239e-05  6.2858523156e-01  3.8905600579e-02  6.4495761666e-01  3.6811227011e-02  6.4555768234e-01  3.7834196702e-02  6.2185392516e-01  3.9071299149e-02  6.2880430103e-01  3.9049371882e-02  6.4155648189e-01  3.8009561682e-02  
3.3011185858e+00  2.5634419941e-04  4.4900845848e-05  5.8541518322e-01  3.9990398676e-02  5.7571442326e-01  4.0891933169e-02  5.8536486091e-01  4.0214753037e-02  5.7955880274e-01  4.0085947593e-02  5.6996760424e-01  4.1469176030e-02  5.8143077776e-01  4.0991835931e-02  
3.3965552679e+00  2.0122960818e-04  3.0438144202e-05  5.5682479918e-01  4.1072303650e-02  5.4868170365e-01  4.1261480952e-02  5.5183661630e-01  4.2401023922e-02  5.3886750125e-01  4.2426985165e-02  5.6312150311e-01  4.0639500607e-02  5.7212383429e-01  4.0729120935e-02  
3.4979320659e+00  2.1400688116e-04  3.4452332451e-05  5.5591399277e-01  4.1011280312e-02  5.5277956699e-01  4.1037977615e-02  5.3459191518e-01  4.2583456727e-02  5.3923640358e-01  4.2397055100e-02  5.4289625742e-01  4.2646933225e-02  5.4730980042e-01  4.1579102295e-02  
3.6043461003e+00  1.3544907542e-04  2.5936523308e-05  4.5255689462e-01  4.3682263343e-02  4.3106348608e-01  4.6174212017e-02  4.6813296693e-01  4.3252874062e-02  4.5684227794e-01  4.4103264774e-02  4.2279090953e-01  4.6496159725e-02  4.4504562355e-01  4.4300337200e-02  
3.6869699514e+00  3.0896530891e-05  1.1261653822e-05  2.6457513101e-01  4.8218253787e-02  2.6457513106e-01  4.8218253797e-02  2.6457513121e-01  4.8218253824e-02  2.6457513110e-01  4.8218253803e-02  2.6457513118e-01  4.8218253818e-02  2.6457513112e-01  4.8218253807e-02  
3.8112078060e+00  2.1349546397e-05  9.3060515234e-06  2.2360679776e-01  4.8733971726e-02  2.2360679791e-01  4.8733971759e-02  2.2360679771e-01  4.8733971716e-02  2.2360679776e-01  4.8733971727e-02  2.2360679775e-01  4.8733971724e-02  2.2360679779e-01  4.8733971733e-02  
3.8500000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
3.9500000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
