6.5	-19.0852	19.0852	-17.7274	17.7274
7.5	-15.8112	15.8112	-14.1425	14.1425
8.5	-15.6734	15.6734	-13.9882	13.9882
9.5	-15.7079	15.7079	-14.0268	14.0268
10.5	-15.7478	15.7478	-14.0716	14.0716
11.5	-15.7937	15.7937	-14.1228	14.1228
13	-15.8744	15.8744	-14.2131	14.2131
15	-16.0073	16.0073	-14.3613	14.3613
17	-16.4083	16.4083	-14.807	14.807
20	-16.7275	16.7275	-15.16	15.16
24	-17.3201	17.3201	-15.8114	15.8114
28	-21.0667	21.0667	-19.845	19.845
32.5	-22.1596	22.1596	-21.0015	21.0015
37.5	-23.8058	23.8058	-22.7317	22.7317
45	-27.2346	27.2346	-26.301	26.301
