1: 	0.915231	2.69113	1.7564	2.17832	1.41112	4.5	
1.2: 	2.04292	2.27971	0.768174	2.13447	1.16654	4.5	
1.4: 	0.994275	3.85551	2.18226	2.36954	2.33106	4.5	
1.6: 	0.8676	2.06302	3.50016	2.09242	3.4094	4.5	
1.8: 	1.18809	2.73311	3.43125	2.03154	0.653462	4.5	
2: 	1.83406	2.05797	1.49658	2.08886	2.37051	4.5	
2.2: 	1.43961	1.97564	2.8664	2.04271	2.94258	4.5	
2.4: 	0.828567	3.39287	3.48006	2.01594	4.71386	4.5	
2.6: 	1.98558	3.95878	4.34805	1.79286	2.91453	4.5	
2.85: 	0.94077	2.83643	2.93274	1.96279	2.47917	4.5	
3.15: 	1.30028	2.63905	4.8901	1.80753	3.98353	4.5	
3.5: 	2.26107	4.24784	3.24167	1.50934	1.46426	4.5	
3.9: 	3.75681	3.58242	4.71335	1.52348	2.35647	4.5	
4.35: 	6.20951	5.25808	6.98557	2.23726	3.27452	4.5	
5: 	4.53581	6.69249	7.47746	3.22131	4.67391	4.5	
5.8: 	3.59488	5.87266	7.80302	4.28805	7.90742	4.5	
6.6: 	2.74656	4.95434	8.01282	3.50597	2.99347	4.5	
7.5: 	4.39218	6.98574	12.1158	2.30439	8.23599	4.5	
9.5: 	6.57101	11.6643	18.3609	2.61763	9.87235	4.5	
