-5.84525	5.84525	-3.73055	3.73055	-2.75868	2.75868	-2.08486	2.08486	-4.71275	4.71275
-6.19085	6.19085	-4.25167	4.25167	-2.86461	2.86461	-2.8126	2.8126	-4.71275	4.71275
-6.61809	6.61809	-4.85275	4.85275	-3.25093	3.25093	-3.31972	3.31972	-4.71275	4.71275
-6.06452	6.06452	-4.06551	4.06551	-2.39712	2.39712	-2.97022	2.97022	-4.71275	4.71275
-5.87498	5.87498	-3.77696	3.77696	-2.22733	2.22733	-2.71006	2.71006	-4.71275	4.71275
-5.9452	5.9452	-3.88528	3.88528	-2.44703	2.44703	-2.67347	2.67347	-4.71275	4.71275
-5.96143	5.96143	-3.91008	3.91008	-2.43094	2.43094	-2.72382	2.72382	-4.71275	4.71275
-6.07124	6.07124	-4.07553	4.07553	-2.47989	2.47989	-2.91549	2.91549	-4.71275	4.71275
-6.07544	6.07544	-4.08178	4.08178	-2.41151	2.41151	-2.98087	2.98087	-4.71275	4.71275
-6.35553	6.35553	-4.48806	4.48806	-2.30483	2.30483	-3.58754	3.58754	-4.71275	4.71275
-6.707	6.707	-4.97331	4.97331	-2.84532	2.84532	-3.83119	3.83119	-4.71275	4.71275
-7.05594	7.05594	-5.43473	5.43473	-2.98944	2.98944	-4.31734	4.31734	-4.71275	4.71275
-7.58039	7.58039	-6.10019	6.10019	-3.56977	3.56977	-4.74437	4.74437	-4.71275	4.71275
-7.53892	7.53892	-6.04859	6.04859	-3.61564	3.61564	-4.64247	4.64247	-4.71275	4.71275
-8.10327	8.10327	-6.73892	6.73892	-4.16694	4.16694	-5.1078	5.1078	-4.71275	4.71275
-10.2268	10.2268	-9.18356	9.18356	-4.90566	4.90566	-7.63625	7.63625	-4.71275	4.71275
-12.3485	12.3485	-11.4993	11.4993	-6.09045	6.09045	-9.65302	9.65302	-4.71275	4.71275
-13.1429	13.1429	-12.3485	12.3485	-6.59666	6.59666	-10.3445	10.3445	-4.71275	4.71275
-18.6773	18.6773	-18.1271	18.1271	-4.8617	4.8617	-17.4068	17.4068	-4.71275	4.71275
