1: 	2.32262	2.88165	3.74152	0	4.34673	4.5	
1.2: 	0.94479	2.93113	1.79953	0	0.759311	4.5	
1.4: 	1.1294	2.78299	2.75766	0	1.21527	4.5	
1.6: 	1.30534	2.23207	2.59694	0	0.942833	4.5	
1.8: 	1.18495	2.55008	2.44168	0	0.54894	4.5	
2: 	1.11125	2.85592	2.55079	0	0.49767	4.5	
2.2: 	0.900106	2.59361	2.43399	0	0.34418	4.5	
2.4: 	0.66937	2.7968	2.74092	0	0.781748	4.5	
2.6: 	0.926946	2.47671	2.99728	0	1.16692	4.5	
2.85: 	1.34561	2.43377	2.85027	0	1.86095	4.5	
3.15: 	1.76243	2.88017	2.70775	0	2.68964	4.5	
3.5: 	1.12081	2.07836	2.7671	0	3.34718	4.5	
3.9: 	2.04147	2.88708	3.31196	0	4.39217	4.5	
4.35: 	1.19828	2.76668	3.24232	0	5.24387	4.5	
5: 	1.23515	3.23783	5.37688	0	6.0444	4.5	
5.8: 	2.57596	5.8078	7.71536	0	6.45405	4.5	
6.6: 	2.76356	7.64605	8.59349	0	5.57709	4.5	
7.5: 	3.88612	8.0936	12.9142	0	5.41715	4.5	
9.5: 	2.53089	9.63579	14.6464	0	2.92972	4.5	
