Pt bin	YieldExtraction	dEdxE	dEdxPi	TPCCluster	SinglePt	Chi2	Qt	Alpha	ConvPhi	ClusterMinEnergy	ClusterNCells	ClusterNonLinearity	ClusterTrackMatching	ClusterM02	CellTiming	ClusterMaterialTRD	Trigger	Efficiency	
2.5	27.9858	2	1.72	1.2	3.045	5.13875	5.875	0	3.5	2.2	1.5	3.13125	5.87132	1.26875	0.95	4.24	4.65911	17.0229	35.5045
3.5	6.21829	2	1.948	1.2	3.053	5.23675	6.095	0	3.5	2.2	1.5	3.23625	4.85066	1.34875	0.95	4.24	4.65911	11.0114	18.4925
5	9.59673	2	2.44	1.2	3.14	5.515	6.5	0	3.5	2.2	1.5	3.45	4.375	1.525	0.95	4.24	4.65911	7.12537	18.2553
7	11.5827	2	3.376	1.2	3.396	6.131	7.18	0	3.5	2.2	1.5	3.84	4.65375	1.865	0.95	4.24	4.65911	5.53134	19.6278
