p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	18.111	5.2663	1.39617	16.6057	26.98
3	9.72	10.7553	8.03366	4.55263	8.97623	19.3905
5.5	9.72	17.4835	13.2853	2.5286	9.10959	25.8075
