1: 	1.05315	2.83828	1.61443	0	1.00645	4.5	
1.2: 	0.739009	3.18456	1.20796	0	1.67064	4.5	
1.4: 	0.651131	2.76547	2.61937	0	1.74936	4.5	
1.6: 	0.60802	1.50113	2.47044	0	1.50289	4.5	
1.8: 	0.767095	1.31273	2.19288	0	1.26751	4.5	
2: 	0.846985	1.56758	2.30398	0	1.14659	4.5	
2.2: 	0.809957	1.38898	2.51508	0	1.1641	4.5	
2.4: 	0.801674	1.45783	2.69287	0	1.36257	4.5	
2.6: 	0.738196	1.53056	2.82409	0	1.63438	4.5	
2.85: 	0.520289	1.85573	2.94606	0	1.99588	4.5	
3.15: 	0.545397	2.29132	3.06203	0	2.39	4.5	
3.5: 	0.714594	2.23288	3.08853	0	2.67429	4.5	
3.9: 	0.78874	2.84275	3.41182	0	2.78474	4.5	
4.35: 	1.59049	2.99497	3.48192	0	2.70732	4.5	
5: 	1.65156	3.21877	4.80368	0	2.91707	4.5	
5.8: 	1.01381	3.95148	7.44866	0	3.91756	4.5	
6.6: 	2.01783	5.06449	8.70899	0	4.62967	4.5	
7.5: 	1.73444	5.33209	9.37207	0	4.61749	4.5	
9.5: 	1.91876	9.14703	15.1716	0	2.84244	4.5	
