-65.7732	65.7732	-65.619	65.619	-5.00068	5.00068	-40.3692	40.3692	-4.5	4.5
-47.122	47.122	-46.9066	46.9066	-1.73476	1.73476	-3.1463	3.1463	-4.5	4.5
-5.61181	5.61181	-3.35297	3.35297	-2.01563	2.01563	-1.69047	1.69047	-4.5	4.5
-5.91615	5.91615	-3.84069	3.84069	-1.41987	1.41987	-1.01614	1.01614	-4.5	4.5
-5.54668	5.54668	-3.24278	3.24278	-1.47043	1.47043	-1.26809	1.26809	-4.5	4.5
-4.83521	4.83521	-1.76898	1.76898	-1.44575	1.44575	-0.820623	0.820623	-4.5	4.5
-4.90868	4.90868	-1.9609	1.9609	-1.37374	1.37374	-1.22362	1.22362	-4.5	4.5
-5.14657	5.14657	-2.49743	2.49743	-1.83291	1.83291	-1.35971	1.35971	-4.5	4.5
-5.11877	5.11877	-2.43964	2.43964	-1.60164	1.60164	-1.37488	1.37488	-4.5	4.5
-5.20617	5.20617	-2.61806	2.61806	-1.58317	1.58317	-2.0653	2.0653	-4.5	4.5
-5.73327	5.73327	-3.55252	3.55252	-2.3837	2.3837	-1.82678	1.82678	-4.5	4.5
-5.69444	5.69444	-3.4895	3.4895	-1.93959	1.93959	-2.56536	2.56536	-4.5	4.5
-5.43885	5.43885	-3.05468	3.05468	-2.74904	2.74904	-1.0932	1.0932	-4.5	4.5
-5.79374	5.79374	-3.6493	3.6493	-2.29923	2.29923	-2.36314	2.36314	-4.5	4.5
-7.0167	7.0167	-5.38369	5.38369	-2.82468	2.82468	-3.88614	3.88614	-4.5	4.5
-7.4822	7.4822	-5.97774	5.97774	-2.83363	2.83363	-5.17226	5.17226	-4.5	4.5
-11.8284	11.8284	-10.939	10.939	-6.30123	6.30123	-8.29177	8.29177	-4.5	4.5
-7.72876	7.72876	-6.28361	6.28361	-2.84714	2.84714	-5.22661	5.22661	-4.5	4.5
-12.7781	12.7781	-11.9595	11.9595	-3.6073	3.6073	-8.88152	8.88152	-4.5	4.5
-13.6399	13.6399	-12.8762	12.8762	-7.7891	7.7891	-6.43178	6.43178	-4.5	4.5
-21.5709	21.5709	-21.0963	21.0963	-17.5655	17.5655	-9.67241	9.67241	-4.5	4.5
-40.883	40.883	-40.6346	40.6346	-30.1862	30.1862	-19.9106	19.9106	-4.5	4.5
