-11.2956	11.2956	-6.82579	6.82579
-9.71077	9.71077	-3.64678	3.64678
-9.95501	9.95501	-4.25467	4.25467
-9.76315	9.76315	-3.78405	3.78405
-9.75552	9.75552	-3.76433	3.76433
-9.85623	9.85623	-4.01813	4.01813
-9.72521	9.72521	-3.68507	3.68507
-9.86884	9.86884	-4.04894	4.04894
-9.91659	9.91659	-4.16397	4.16397
-10.016	10.016	-4.39557	4.39557
-10.3425	10.3425	-5.09584	5.09584
-10.2682	10.2682	-4.94331	4.94331
-11.1249	11.1249	-6.53935	6.53935
-11.3182	11.3182	-6.86303	6.86303
-12.5879	12.5879	-8.80083	8.80083
-14.918	14.918	-11.8974	11.8974
-15.8761	15.8761	-13.0787	13.0787
-18.9138	18.9138	-16.6352	16.6352
-20.0837	20.0837	-17.9543	17.9543
