p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	33.1711	18.6632	10.7154	17.8402	44.4546
3	9.72	9.4568	7.76705	5.54748	2.74767	16.8095
5.5	9.72	17.696	9.49886	14.0294	8.81337	27.7913
