p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	11.8201	2.37198	2.33867	3.22269	15.9899
3	9.72	6.54381	3.39938	2.2545	1.26858	12.4719
5.5	9.72	11.1405	7.44451	3.80673	1.01658	17.0157
