2.5	-16.2897	16.2897	-16.2897	16.2897
3.5	-16.0971	16.0971	-16.0971	16.0971
5	-17.1044	17.1044	-17.1044	17.1044
7	-17.4554	17.4554	-17.4554	17.4554
