10.5	-30.7002	30.7002	-29.8751	29.8751
11.5	-9.47848	9.47848	-6.31322	6.31322
13	-9.96848	9.96848	-7.0275	7.0275
15	-10.2818	10.2818	-7.46534	7.46534
17	-10.6589	10.6589	-7.97671	7.97671
20	-11.3563	11.3563	-8.88714	8.88714
24	-12.5574	12.5574	-10.3781	10.3781
