1: 	2.32262	2.14858	3.74152	2.4632	4.34673	4.5	
1.2: 	0.94479	2.73615	1.79953	2.33684	0.759311	4.5	
1.4: 	1.1294	2.78383	2.75766	2.72048	1.21527	4.5	
1.6: 	1.30534	2.45706	2.59694	2.48099	0.942833	4.5	
1.8: 	1.18495	2.8088	2.44168	2.29279	0.54894	4.5	
2: 	1.11125	3.01524	2.55079	2.30541	0.49767	4.5	
2.2: 	0.900106	2.77123	2.43399	2.48669	0.34418	4.5	
2.4: 	0.66937	2.93068	2.74092	2.29972	0.781748	4.5	
2.6: 	0.926946	2.48151	2.99728	2.31709	1.16692	4.5	
2.85: 	1.34561	2.30215	2.85027	2.44827	1.86095	4.5	
3.15: 	1.76243	2.58683	2.70775	2.37682	2.68964	4.5	
3.5: 	1.12081	2.01884	2.7671	2.30686	3.34718	4.5	
3.9: 	2.04147	2.84053	3.31196	2.29733	4.39217	4.5	
4.35: 	1.19828	2.39986	3.24232	2.46115	5.24387	4.5	
5: 	1.23515	2.74005	5.37688	2.29984	6.0444	4.5	
5.8: 	2.57596	5.18877	7.71536	2.29318	6.45405	4.5	
6.6: 	2.76356	7.30026	8.59349	2.31785	5.57709	4.5	
7.5: 	3.88612	7.52042	12.9142	2.37643	5.41715	4.5	
9.5: 	2.53089	8.79638	14.6464	2.33033	2.92972	4.5	
