p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	7.46159	2.8532	0.642592	0.405985	12.6045
3	9.72	6.07906	5.87604	0.6104	0.445374	12.9047
5.5	9.72	4.53866	6.64163	0.797286	0.878751	12.6727
