p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	9.47749	4.56309	1.27824	0.601547	14.3916
3	9.72	15.8088	7.24686	1.33102	0.344134	19.9701
5.5	9.72	5.81378	12.9294	3.64832	1.78409	17.6619
