-30.6831	30.6831	-29.3334	29.3334
-14.3208	14.3208	-11.1393	11.1393
-11.0149	11.0149	-6.35036	6.35036
-9.77116	9.77116	-3.80469	3.80469
-9.4248	9.4248	-2.79764	2.79764
-9.33767	9.33767	-2.48839	2.48839
-9.29649	9.29649	-2.3291	2.3291
-9.31392	9.31392	-2.39772	2.39772
-9.2995	9.2995	-2.34109	2.34109
-9.30841	9.30841	-2.37622	2.37622
-9.30445	9.30445	-2.36069	2.36069
-9.29387	9.29387	-2.31861	2.31861
-9.32937	9.32937	-2.45707	2.45707
-9.40138	9.40138	-2.71771	2.71771
-9.45333	9.45333	-2.89231	2.89231
-9.57997	9.57997	-3.28265	3.28265
-10.1892	10.1892	-4.7769	4.7769
-10.7356	10.7356	-5.85271	5.85271
-11.417	11.417	-7.02486	7.02486
-13.5308	13.5308	-10.1036	10.1036
-18.3241	18.3241	-15.9616	15.9616
-25.8892	25.8892	-24.2744	24.2744
