1: 	1.11856	2.01304	0.868187	2.15749	3.19844	4.5	
1.2: 	1.39265	3.81947	1.95169	1.70373	1.41162	4.5	
1.4: 	1.27303	2.36396	2.31275	1.90131	3.35026	4.5	
1.6: 	0.684958	1.73179	1.39499	2.09658	2.83252	4.5	
1.8: 	0.966864	2.08589	1.71813	2.13158	2.10217	4.5	
2: 	0.883202	2.6667	1.49284	1.99592	2.461	4.5	
2.2: 	0.646739	2.97494	1.79407	2.27391	1.57783	4.5	
2.4: 	1.81109	3.06197	2.84164	1.85745	1.7575	4.5	
2.6: 	1.77766	2.6358	1.75896	1.65043	3.35107	4.5	
2.85: 	2.22868	3.613	2.69101	1.65417	2.06338	4.5	
3.15: 	2.1482	2.71964	4.46423	1.65525	3.18808	4.5	
3.5: 	1.20205	3.67142	3.32604	1.49279	0.559153	4.5	
3.9: 	2.04584	3.56852	4.2966	1.4313	3.39398	4.5	
4.35: 	2.55622	3.76555	4.00359	1.41082	3.50277	4.5	
5: 	1.43557	2.17982	4.72899	1.43603	3.70639	4.5	
5.8: 	2.24699	3.74566	4.84449	1.46797	4.40984	4.5	
6.6: 	2.6612	4.00814	9.60228	1.50192	5.60096	4.5	
7.5: 	2.364	8.50396	5.54409	1.46307	5.83848	4.5	
9.5: 	2.8695	13.6845	10.1476	1.4364	1.91431	4.5	
