1: 	1.01602	2.37535	1.25861	1.97902	1.24479	4.5	
1.2: 	1.31381	2.28918	0.584719	1.83617	0.686701	4.5	
1.4: 	0.554637	3.98635	1.98457	1.84683	2.33283	4.5	
1.6: 	1.15086	1.81943	1.00761	1.694	2.57311	4.5	
1.8: 	1.50143	3.71003	2.28633	1.59141	2.283	4.5	
2: 	2.33305	4.4935	2.46412	1.99667	1.9042	4.5	
2.2: 	1.78447	3.10908	1.37584	2.06926	2.31928	4.5	
2.4: 	2.98173	5.57874	4.37393	1.94462	3.75775	4.5	
2.6: 	3.81633	5.3259	3.55303	1.9794	1.72216	4.5	
2.85: 	1.50361	4.63178	2.02961	1.9109	3.35113	4.5	
3.15: 	2.13687	4.55338	3.93523	1.6709	3.42689	4.5	
3.5: 	2.04033	3.81303	3.07165	1.44258	3.1232	4.5	
3.9: 	1.76083	5.61903	2.81678	1.40043	4.35274	4.5	
4.35: 	1.40809	5.41388	3.69172	1.48478	3.03752	4.5	
5: 	1.30089	4.99052	5.56499	1.63401	2.70048	4.5	
5.8: 	1.60484	4.98604	11.775	1.94185	7.13311	4.5	
6.6: 	2.53997	6.76752	16.4031	2.20086	4.22881	4.5	
7.5: 	1.36489	7.1297	26.9001	2.39431	3.18324	4.5	
9.5: 	3.77697	8.04094	14.177	2.65206	4.85297	4.5	
