-9.83439	9.83439	-3.96425	3.96425
-9.65322	9.65322	-3.49066	3.49066
-10.278	10.278	-4.96357	4.96357
-10.4534	10.4534	-5.31721	5.31721
-10.2255	10.2255	-4.85388	4.85388
-9.73757	9.73757	-3.71757	3.71757
-10.1374	10.1374	-4.66542	4.66542
-10.8402	10.8402	-6.04233	6.04233
-11.4884	11.4884	-7.14021	7.14021
-10.9129	10.9129	-6.17182	6.17182
-11.6685	11.6685	-7.42653	7.42653
-10.686	10.686	-5.76118	5.76118
-12.0487	12.0487	-8.01075	8.01075
-14.9884	14.9884	-11.9855	11.9855
-16.1379	16.1379	-13.3952	13.3952
-15.8549	15.8549	-13.0528	13.0528
-13.6096	13.6096	-10.2089	10.2089
-20.2595	20.2595	-18.1507	18.1507
-27.1379	27.1379	-25.602	25.602
