-20.0524	20.0524	-19.541	19.541	-3.17732	3.17732	-10.3042	10.3042	-4.71275	4.71275
-7.42984	7.42984	-5.91206	5.91206	-2.45732	2.45732	-4.14782	4.14782	-4.71275	4.71275
-8.86723	8.86723	-7.64054	7.64054	-1.87998	1.87998	-2.63557	2.63557	-4.71275	4.71275
-6.35981	6.35981	-4.49412	4.49412	-1.89242	1.89242	-2.13612	2.13612	-4.71275	4.71275
-6.42744	6.42744	-4.58934	4.58934	-1.93753	1.93753	-1.11197	1.11197	-4.71275	4.71275
-5.83062	5.83062	-3.70758	3.70758	-2.13655	2.13655	-0.362565	0.362565	-4.71275	4.71275
-5.85722	5.85722	-3.74928	3.74928	-1.982	1.982	-2.47048	2.47048	-4.71275	4.71275
-5.98269	5.98269	-3.9424	3.9424	-1.68329	1.68329	-3.12687	3.12687	-4.71275	4.71275
-6.01095	6.01095	-3.98517	3.98517	-1.96694	1.96694	-2.53329	2.53329	-4.71275	4.71275
-6.16587	6.16587	-4.21521	4.21521	-2.04299	2.04299	-2.80762	2.80762	-4.71275	4.71275
-7.56448	7.56448	-6.0804	6.0804	-2.55324	2.55324	-4.78959	4.78959	-4.71275	4.71275
-7.67188	7.67188	-6.21351	6.21351	-2.57435	2.57435	-5.01894	5.01894	-4.71275	4.71275
-6.26533	6.26533	-4.35939	4.35939	-2.54071	2.54071	-2.84572	2.84572	-4.71275	4.71275
-7.16696	7.16696	-5.57811	5.57811	-2.8151	2.8151	-3.03073	3.03073	-4.71275	4.71275
-7.16696	7.16696	-5.57811	5.57811	-2.8151	2.8151	-3.03073	3.03073	-4.71275	4.71275
-7.16696	7.16696	-5.57811	5.57811	-2.8151	2.8151	-3.03073	3.03073	-4.71275	4.71275
