-54.4	54.4	-53.6504	53.6504
-20.0678	20.0678	-17.9364	17.9364
-12.5286	12.5286	-8.71582	8.71582
-11.4227	11.4227	-7.03413	7.03413
-11.7879	11.7879	-7.61285	7.61285
-11.1325	11.1325	-6.55231	6.55231
-11.187	11.187	-6.6445	6.6445
-10.4692	10.4692	-5.34833	5.34833
-11.7131	11.7131	-7.49643	7.49643
-10.6207	10.6207	-5.63915	5.63915
-16.6778	16.6778	-14.041	14.041
-18.7671	18.7671	-16.4682	16.4682
-18.3667	18.3667	-16.0105	16.0105
-33.9631	33.9631	-32.7489	32.7489
-33.9631	33.9631	-32.7489	32.7489
-33.9631	33.9631	-32.7489	32.7489
