-17.2845	17.2845	-14.2925	14.2925
-12.0082	12.0082	-7.05113	7.05113
-12.5153	12.5153	-7.88378	7.88378
-10.3136	10.3136	-3.44851	3.44851
-10.6315	10.6315	-4.30704	4.30704
-10.6567	10.6567	-4.36889	4.36889
-10.5814	10.5814	-4.18187	4.18187
-10.6261	10.6261	-4.29361	4.29361
-10.9806	10.9806	-5.10827	5.10827
-11.4534	11.4534	-6.05827	6.05827
-12.5639	12.5639	-7.96081	7.96081
-11.3794	11.3794	-5.91715	5.91715
-11.6445	11.6445	-6.41226	6.41226
-12.5347	12.5347	-7.91464	7.91464
-12.1784	12.1784	-7.33717	7.33717
-12.919	12.919	-8.51008	8.51008
-14.663	14.663	-10.9784	10.9784
-18.9343	18.9343	-16.249	16.249
-136.192	136.192	-135.845	135.845
