5.5	-31.1709	31.1709	-30.8297	30.8297
6.5	-24.7153	24.7153	-24.2836	24.2836
7.5	-20.639	20.639	-20.12	20.12
8.5	-18.571	18.571	-17.9925	17.9925
9.5	-17.046	17.046	-16.4139	16.4139
11	-16.9987	16.9987	-16.3647	16.3647
13	-18.37	18.37	-17.7849	17.7849
15	-21.1605	21.1605	-20.6546	20.6546
