1: 	0.915231	3.13992	1.7564	0	1.39055	4.5	
1.2: 	2.04292	2.62394	0.768174	0	0.73213	4.5	
1.4: 	0.994275	3.96086	2.18226	0	1.78825	4.5	
1.6: 	0.8676	1.82268	3.50016	0	3.4564	4.5	
1.8: 	1.18809	2.84659	3.43125	0	1.50735	4.5	
2: 	1.83406	2.12418	1.49658	0	1.92474	4.5	
2.2: 	1.43961	2.1466	2.8664	0	2.62099	4.5	
2.4: 	0.828567	3.18629	3.48006	0	3.68239	4.5	
2.6: 	1.98558	4.47022	4.34805	0	2.85511	4.5	
2.85: 	0.94077	4.80259	2.93274	0	2.35382	4.5	
3.15: 	1.30028	3.73104	4.8901	0	3.95334	4.5	
3.5: 	2.26107	4.04598	3.24167	0	1.09562	4.5	
3.9: 	3.75681	4.72413	4.71335	0	2.35061	4.5	
4.35: 	6.20951	6.75291	6.98557	0	3.27034	4.5	
5: 	4.53581	9.0088	7.47746	0	4.66771	4.5	
5.8: 	3.59488	5.82756	7.80302	0	7.9124	4.5	
6.6: 	2.74656	4.8428	8.01282	0	3.00343	4.5	
7.5: 	4.39218	9.75213	12.1158	0	8.26186	4.5	
9.5: 	6.57101	13.2848	18.3609	0	9.93356	4.5	
