1: 	1.05315	2.09006	1.61443	2.19549	1.00645	4.5	
1.2: 	0.739009	3.00607	1.20796	2.06008	1.67064	4.5	
1.4: 	0.651131	2.76631	2.61937	2.35613	1.74936	4.5	
1.6: 	0.60802	1.8189	2.47044	2.11861	1.50289	4.5	
1.8: 	0.767095	1.76345	2.19288	2.03763	1.26751	4.5	
2: 	0.846985	1.84192	2.30398	2.08862	1.14659	4.5	
2.2: 	0.809957	1.6977	2.51508	2.01736	1.1641	4.5	
2.4: 	0.801674	1.70062	2.69287	1.99174	1.36257	4.5	
2.6: 	0.738196	1.53831	2.82409	1.76151	1.63438	4.5	
2.85: 	0.520289	1.6794	2.94606	2.09495	1.99588	4.5	
3.15: 	0.545397	1.90957	3.06203	2.38783	2.39	4.5	
3.5: 	0.714594	2.17758	3.08853	2.75552	2.67429	4.5	
3.9: 	0.78874	2.79547	3.41182	3.06271	2.78474	4.5	
4.35: 	1.59049	2.65982	3.48192	2.74367	2.70732	4.5	
5: 	1.65156	2.7175	4.80368	1.92766	2.91707	4.5	
5.8: 	1.01381	2.96768	7.44866	1.91652	3.91756	4.5	
6.6: 	2.01783	4.52557	8.70899	3.22515	4.62967	4.5	
7.5: 	1.73444	4.4138	9.37207	4.56487	4.61749	4.5	
9.5: 	1.91876	8.25808	15.1716	4.29611	2.84244	4.5	
