p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	9.06015	3.61938	0.93838	1.88041	13.9313
3	9.72	6.08153	4.7965	0.972976	0.666631	12.4844
5.5	9.72	6.2538	6.61478	2.21372	1.68728	13.6048
