-49.9468	49.9468	-49.7437	49.7437	-5.19868	5.19868	-14.4543	14.4543	-4.71275	4.71275
-11.2893	11.2893	-10.3536	10.3536	-2.39713	2.39713	-3.65773	3.65773	-4.71275	4.71275
-6.79917	6.79917	-5.09693	5.09693	-2.05699	2.05699	-1.69694	1.69694	-4.71275	4.71275
-5.60465	5.60465	-3.34097	3.34097	-1.71843	1.71843	-1.06157	1.06157	-4.71275	4.71275
-5.2946	5.2946	-2.78977	2.78977	-1.69045	1.69045	-0.864785	0.864785	-4.71275	4.71275
-5.23465	5.23465	-2.67424	2.67424	-1.8242	1.8242	-0.851304	0.851304	-4.71275	4.71275
-5.18999	5.18999	-2.58572	2.58572	-1.75644	1.75644	-0.900359	0.900359	-4.71275	4.71275
-5.32749	5.32749	-2.8517	2.8517	-1.80922	1.80922	-1.14286	1.14286	-4.71275	4.71275
-5.26277	5.26277	-2.72888	2.72888	-1.75015	1.75015	-1.23846	1.23846	-4.71275	4.71275
-5.47276	5.47276	-3.11466	3.11466	-1.76104	1.76104	-1.39266	1.39266	-4.71275	4.71275
-5.35523	5.35523	-2.90318	2.90318	-1.87097	1.87097	-1.34414	1.34414	-4.71275	4.71275
-5.31275	5.31275	-2.82406	2.82406	-1.81295	1.81295	-1.09988	1.09988	-4.71275	4.71275
-5.30871	5.30871	-2.81645	2.81645	-1.80649	1.80649	-1.17716	1.17716	-4.71275	4.71275
-5.53158	5.53158	-3.21689	3.21689	-1.97666	1.97666	-1.81121	1.81121	-4.71275	4.71275
-5.55108	5.55108	-3.25031	3.25031	-1.90565	1.90565	-1.863	1.863	-4.71275	4.71275
-5.82842	5.82842	-3.70412	3.70412	-2.1559	2.1559	-2.44427	2.44427	-4.71275	4.71275
-6.64833	6.64833	-4.8939	4.8939	-2.37996	2.37996	-3.65079	3.65079	-4.71275	4.71275
-7.549	7.549	-6.06114	6.06114	-2.81904	2.81904	-4.1127	4.1127	-4.71275	4.71275
-8.45868	8.45868	-7.16235	7.16235	-3.98895	3.98895	-4.44719	4.44719	-4.71275	4.71275
-11.1299	11.1299	-10.1796	10.1796	-5.4401	5.4401	-6.3883	6.3883	-4.71275	4.71275
-16.3079	16.3079	-15.6747	15.6747	-6.54549	6.54549	-11.2723	11.2723	-4.71275	4.71275
-24.3552	24.3552	-23.9359	23.9359	-11.1528	11.1528	-13.2409	13.2409	-4.71275	4.71275
