1: 	0.11293	1.67714	0.564749	0	0	4.5	
1.2: 	0.153619	1.53104	0.653303	0	0	4.5	
1.4: 	0.149259	1.42511	0.860922	0	0	4.5	
1.6: 	0.179002	1.62136	0.840951	0	0	4.5	
1.8: 	0.112887	1.70111	1.04795	0	0	4.5	
2: 	0.14809	1.81804	1.16008	0	0	4.5	
2.2: 	0.154641	1.81634	1.44029	0	0	4.5	
2.4: 	0.271279	1.78472	1.6582	0	0	4.5	
2.6: 	0.308941	1.66889	1.65074	0	0	4.5	
2.85: 	0.163267	1.80119	1.63422	0	0	4.5	
3.15: 	0.26288	1.74712	2.14757	0	0	4.5	
3.5: 	0.543472	1.77707	2.32425	0	0	4.5	
3.9: 	0.632108	1.82986	2.68867	0	0	4.5	
4.35: 	0.54413	2.11575	2.70984	0	0	4.5	
5: 	0.736262	1.3468	4.04534	0	0	4.5	
5.8: 	1.0635	3.95117	5.88568	0	0	4.5	
6.6: 	0.964135	3.61766	7.1327	0	0	4.5	
7.5: 	0.945182	4.07954	4.07812	0	0	4.5	
9.5: 	2.35321	9.2501	11.9428	0	0	4.5	
