1: 	0.950076	1.52083	1.08323	2.14375	2.23934	4.5	
1.2: 	0.829881	2.23047	0.91953	1.79686	1.72018	4.5	
1.4: 	1.18755	2.07674	1.65582	1.90758	1.88126	4.5	
1.6: 	1.14022	1.68506	1.43359	2.09306	1.69476	4.5	
1.8: 	0.926203	1.70295	1.17421	2.14798	1.39568	4.5	
2: 	0.586017	1.60672	1.13749	1.96763	1.0752	4.5	
2.2: 	0.424978	1.81796	1.36874	2.26936	0.850501	4.5	
2.4: 	0.366897	2.06266	1.60358	1.82621	0.765286	4.5	
2.6: 	0.310727	1.97859	1.74195	1.77903	0.792817	4.5	
2.85: 	0.269223	2.28166	2.14144	1.86027	0.914905	4.5	
3.15: 	0.31299	2.18825	2.24296	1.93644	1.08385	4.5	
3.5: 	0.228159	2.16777	2.63239	1.91819	1.29792	4.5	
3.9: 	0.226948	1.8665	3.3114	1.66482	1.57202	4.5	
4.35: 	0.365758	1.8597	3.28205	1.40859	1.98659	4.5	
5: 	0.437587	1.60479	3.76695	2.31808	2.65437	4.5	
5.8: 	1.31706	3.05355	5.68065	4.08728	3.67427	4.5	
6.6: 	0.430171	3.57415	6.31136	5.45535	3.31428	4.5	
7.5: 	2.23316	4.34383	11.0733	5.71386	3.712	4.5	
9.5: 	1.81573	6.27837	14.0414	3.51508	2.20237	4.5	
