-5.9064	5.9064	-3.82564	3.82564	-2.77477	2.77477	-2.01627	2.01627	-4.71275	4.71275
-5.65292	5.65292	-3.42133	3.42133	-2.64566	2.64566	-1.48051	1.48051	-4.71275	4.71275
-7.04471	7.04471	-5.42014	5.42014	-4.5367	4.5367	-2.53936	2.53936	-4.71275	4.71275
-5.9764	5.9764	-3.93286	3.93286	-2.46053	2.46053	-2.66952	2.66952	-4.71275	4.71275
-7.03457	7.03457	-5.40695	5.40695	-4.54481	4.54481	-2.52494	2.52494	-4.71275	4.71275
-7.73129	7.73129	-6.28672	6.28672	-5.33883	5.33883	-2.97592	2.97592	-4.71275	4.71275
-6.69263	6.69263	-4.95391	4.95391	-3.64412	3.64412	-3.02736	3.02736	-4.71275	4.71275
-9.87012	9.87012	-8.7846	8.7846	-8.0387	8.0387	-3.23509	3.23509	-4.71275	4.71275
-9.09799	9.09799	-7.90718	7.90718	-7.26079	7.26079	-2.78537	2.78537	-4.71275	4.71275
-7.94016	7.94016	-6.54188	6.54188	-5.0689	5.0689	-3.8809	3.8809	-4.71275	4.71275
-8.69633	8.69633	-7.44151	7.44151	-6.52115	6.52115	-3.29174	3.29174	-4.71275	4.71275
-7.7617	7.7617	-6.32407	6.32407	-4.63999	4.63999	-4.05993	4.05993	-4.71275	4.71275
-9.15403	9.15403	-7.9716	7.9716	-5.60034	5.60034	-5.49473	5.49473	-4.71275	4.71275
-8.75343	8.75343	-7.50816	7.50816	-6.39526	6.39526	-3.67333	3.67333	-4.71275	4.71275
-9.36953	9.36953	-8.21816	8.21816	-6.18726	6.18726	-5.22371	5.22371	-4.71275	4.71275
-15.5239	15.5239	-14.8573	14.8573	-10.6122	10.6122	-10.3034	10.3034	-4.71275	4.71275
-19.0864	19.0864	-18.5483	18.5483	-14.3377	14.3377	-11.6836	11.6836	-4.71275	4.71275
-28.5031	28.5031	-28.1456	28.1456	-14.0628	14.0628	-24.3404	24.3404	-4.71275	4.71275
-18.1866	18.1866	-17.621	17.621	-11.2479	11.2479	-13.4915	13.4915	-4.71275	4.71275
