1: 	4.50637	6.03113	6.44574	0	4.69699	4.5	
1.2: 	3.40156	7.31533	5.0264	0	3.8283	4.5	
1.4: 	2.78317	6.16803	4.45899	0	2.98698	4.5	
1.6: 	1.2646	3.42722	3.12254	0	2.085	4.5	
1.8: 	0.504774	2.01441	2.75074	0	1.75759	4.5	
2: 	0.33566	1.53701	2.21481	0	1.84763	4.5	
2.2: 	0.338015	1.15417	2.00741	0	2.1015	4.5	
2.4: 	0.216623	1.25379	2.29297	0	2.59466	4.5	
2.6: 	0.587149	1.97848	3.07041	0	3.19508	4.5	
2.85: 	0.796776	2.54172	4.1998	0	3.72454	4.5	
3.15: 	0.830942	4.27125	5.66726	0	4.06189	4.5	
3.5: 	1.56061	5.38287	6.72002	0	4.11413	4.5	
3.9: 	0.940666	6.46206	7.35356	0	4.3198	4.5	
4.35: 	1.23398	6.47773	7.27057	0	3.98207	4.5	
5: 	1.21925	5.86541	6.91905	0	4.09576	4.5	
5.8: 	2.27843	5.33822	9.08989	0	4.95182	4.5	
6.6: 	3.22991	9.31325	9.21414	0	5.07677	4.5	
7.5: 	2.45754	12.3146	6.48396	0	4.49231	4.5	
9.5: 	5.55829	15.6633	10.916	0	4.70951	4.5	
