10.5	-21.9737	21.9737	-21.5608	21.5608
11.5	-16.6188	16.6188	-16.0688	16.0688
13	-14.0537	14.0537	-13.3988	13.3988
15	-13.3924	13.3924	-12.7034	12.7034
17	-13.2463	13.2463	-12.5494	12.5494
20	-13.2829	13.2829	-12.588	12.588
24	-13.5171	13.5171	-12.8349	12.8349
28	-13.8741	13.8741	-13.2103	13.2103
32.5	-14.409	14.409	-13.771	13.771
37.5	-15.1844	15.1844	-14.5804	14.5804
45	-16.7524	16.7524	-16.2069	16.2069
45	-16.7524	16.7524	-16.2069	16.2069
