1: 	0.164299	1.46213	0.903306	0	0	4.5	
1.2: 	0.165162	2.38201	0.943399	0	0	4.5	
1.4: 	0.212373	2.3445	1.74037	0	0	4.5	
1.6: 	0.218479	1.72769	1.3057	0	0	4.5	
1.8: 	0.158072	1.4187	1.36812	0	0	4.5	
2: 	0.0625313	1.43341	1.54368	0	0	4.5	
2.2: 	0.0869486	1.44473	1.76544	0	0	4.5	
2.4: 	0.135706	1.15319	2.05186	0	0	4.5	
2.6: 	0.191136	0.941078	2.13862	0	0	4.5	
2.85: 	0.158481	1.31935	2.40598	0	0	4.5	
3.15: 	0.420825	1.61341	2.76433	0	0	4.5	
3.5: 	0.36873	0.90793	3.0595	0	0	4.5	
3.9: 	0.0986594	1.68274	3.7501	0	0	4.5	
4.35: 	0.219938	0.553028	3.99976	0	0	4.5	
5: 	0.183315	2.05405	4.80814	0	0	4.5	
5.8: 	0.561343	3.05714	7.23596	0	0	4.5	
6.6: 	0.620239	2.40856	7.7617	0	0	4.5	
7.5: 	1.46039	3.42676	12.2055	0	0	4.5	
9.5: 	1.35586	7.2066	14.5846	0	0	4.5	
