-4.85446	4.85446	-1.82092	1.82092	-1.76725	1.76725	-0.146017	0.146017	-4.5	4.5
-4.81497	4.81497	-1.71289	1.71289	-1.60239	1.60239	-0.476271	0.476271	-4.5	4.5
-4.81067	4.81067	-1.70074	1.70074	-1.60968	1.60968	-0.450904	0.450904	-4.5	4.5
-4.86509	4.86509	-1.84908	1.84908	-1.74751	1.74751	-0.560586	0.560586	-4.5	4.5
-4.92877	4.92877	-2.01066	2.01066	-1.91013	1.91013	-0.596752	0.596752	-4.5	4.5
-4.99457	4.99457	-2.16696	2.16696	-2.02738	2.02738	-0.750157	0.750157	-4.5	4.5
-5.06687	5.06687	-2.32878	2.32878	-2.06976	2.06976	-1.05524	1.05524	-4.5	4.5
-5.12569	5.12569	-2.45411	2.45411	-2.1788	2.1788	-1.12306	1.12306	-4.5	4.5
-5.08637	5.08637	-2.3709	2.3709	-1.97209	1.97209	-1.31013	1.31013	-4.5	4.5
-5.11838	5.11838	-2.43882	2.43882	-2.08997	2.08997	-1.25446	1.25446	-4.5	4.5
-5.29047	5.29047	-2.78192	2.78192	-2.25637	2.25637	-1.62555	1.62555	-4.5	4.5
-5.39608	5.39608	-2.97787	2.97787	-2.09413	2.09413	-2.11426	2.11426	-4.5	4.5
-5.5882	5.5882	-3.3133	3.3133	-2.31869	2.31869	-2.36655	2.36655	-4.5	4.5
-5.68913	5.68913	-3.48084	3.48084	-2.40096	2.40096	-2.52014	2.52014	-4.5	4.5
-6.24268	6.24268	-4.32679	4.32679	-2.14912	2.14912	-3.75527	3.75527	-4.5	4.5
-8.46372	8.46372	-7.1683	7.1683	-3.67882	3.67882	-6.15226	6.15226	-4.5	4.5
-9.2275	9.2275	-8.05586	8.05586	-3.68445	3.68445	-7.1636	7.1636	-4.5	4.5
-7.3768	7.3768	-5.84527	5.84527	-4.30094	4.30094	-3.95841	3.95841	-4.5	4.5
-15.9368	15.9368	-15.2883	15.2883	-6.81783	6.81783	-13.6839	13.6839	-4.5	4.5
