p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	23.6106	13.9894	22.4784	7.99268	37.6405
3	9.72	30.5832	16.9979	3.75799	5.83683	36.972
5.5	9.72	21.1821	33.2509	8.5781	21.0551	46.5369
