2.3	-17.6225	17.6225	-17.0118	17.0118
2.5	-16.2858	16.2858	-15.6229	15.6229
2.8	-14.3942	14.3942	-13.6397	13.6397
3.25	-12.4336	12.4336	-11.5517	11.5517
3.75	-10.7813	10.7813	-9.75111	9.75111
4.5	-9.87947	9.87947	-8.74365	8.74365
5.5	-9.89326	9.89326	-8.75923	8.75923
6.5	-10.2143	10.2143	-9.12025	9.12025
7.5	-10.1956	10.1956	-9.09932	9.09932
