1: 	1.00254	1.62623	1.57425	0	0	4.5	
1.2: 	0.557355	3.94951	1.5194	0	0	4.5	
1.4: 	0.326491	4.17766	3.06159	0	0	4.5	
1.6: 	0.287987	2.93194	2.48249	0	0	4.5	
1.8: 	0.412757	2.24532	2.25857	0	0	4.5	
2: 	0.488205	1.72598	2.49097	0	0	4.5	
2.2: 	0.568265	1.71001	2.77792	0	0	4.5	
2.4: 	0.389201	1.40289	3.10436	0	0	4.5	
2.6: 	0.177528	1.28383	3.35213	0	0	4.5	
2.85: 	0.320716	0.892233	3.81856	0	0	4.5	
3.15: 	0.16674	1.11596	3.87853	0	0	4.5	
3.5: 	0.16045	1.22881	4.2871	0	0	4.5	
3.9: 	0.326981	1.36842	4.82991	0	0	4.5	
4.35: 	0.43106	1.19045	5.37895	0	0	4.5	
5: 	0.642663	1.82596	6.93848	0	0	4.5	
5.8: 	1.41558	2.98507	9.94653	0	0	4.5	
6.6: 	2.68476	4.11199	11.0978	0	0	4.5	
7.5: 	1.25466	4.63095	11.359	0	0	4.5	
9.5: 	1.74161	8.19486	16.7521	0	0	4.5	
