Pt bin	YieldExtraction	OpeningAngle	ClusterMinEnergy	ClusterNCells	ClusterNonLinearity	ClusterTrackMatchingCalo	ClusterM02	ClusterMaterialTRD	ClusterEnergyScale	CellTiming	Trigger	Efficiency	
5	7	0	1.70268	1.5	7.6	6.625	1	4.24	1.56541	0	7.63655	8.06261	17.3364
7	7	0	1.69519	1.5	8.12	7.225	1.22	4.24	1.15662	0	7.63655	5.35404	16.7345
9	7	0	1.695	1.5	8.8	8.025	1.52	4.24	1.04339	0	7.63655	5.04093	17.3513
11	7	0	1.695	1.5	9.64	9.025	1.9	4.24	1.01202	0	7.63655	5.00473	18.2888
14	7	0	1.695	1.5	11.2	10.9	2.62	4.24	1.00175	0	7.63655	5.00019	20.1876
