1: 	0.896576	2.17287	1.344	1.7946	1.40546	4.5	
1.2: 	0.559443	2.45989	0.898492	1.98553	0.480812	4.5	
1.4: 	0.392474	2.51522	1.06352	1.94112	1.39283	4.5	
1.6: 	0.609534	2.03507	0.560629	1.6857	1.75696	4.5	
1.8: 	1.12525	2.24499	0.70954	1.47664	1.71615	4.5	
2: 	1.323	2.6859	0.884252	1.69248	1.4008	4.5	
2.2: 	1.29177	2.6657	0.891916	1.83948	1.09054	4.5	
2.4: 	0.948363	2.68871	0.720524	1.96506	1.0112	4.5	
2.6: 	1.31867	3.08386	1.08288	2.38914	0.860637	4.5	
2.85: 	0.882493	2.75704	1.16197	2.95062	1.53487	4.5	
3.15: 	0.818219	2.88197	1.44866	3.375	2.23472	4.5	
3.5: 	0.890012	3.03515	1.8714	3.64561	2.62181	4.5	
3.9: 	1.37935	3.30989	2.04664	4.02395	3.14262	4.5	
4.35: 	1.12505	3.44272	1.75427	4.06075	3.1353	4.5	
5: 	1.31673	3.90705	2.39899	4.08079	2.98889	4.5	
5.8: 	0.953146	4.30779	3.87861	3.65636	2.56384	4.5	
6.6: 	1.19623	4.61725	6.08044	3.01855	1.97481	4.5	
7.5: 	1.06938	6.64921	3.02239	2.33518	1.55757	4.5	
9.5: 	2.53759	8.90327	11.1915	1.48984	1.51144	4.5	
