p_{T}	 Material 	 Yield Extraction 	 PID 	 photon reco 	 track recon 	 summed
1.75	9.72	25.1061	22.7891	22.58	14.0517	44.1751
3	9.72	42.7773	13.6689	28.8123	41.7037	68.4146
5.5	9.72	40.314	33.6838	35.168	28.5225	70.033
