1: 	6.06552	8.25213	10.2226	2.40596	4.84843	4.5	
1.2: 	4.15672	5.8447	3.36401	2.70082	4.07628	4.5	
1.4: 	2.3381	6.82089	3.96575	2.26288	4.36862	4.5	
1.6: 	4.65267	4.86654	5.60676	2.42276	3.68146	4.5	
1.8: 	4.79419	7.03452	6.93532	2.45788	5.33	4.5	
2: 	5.14869	7.01781	5.95973	2.35929	7.15076	4.5	
2.2: 	1.51616	2.86994	4.99252	2.51864	3.78495	4.5	
2.4: 	3.38069	5.85944	3.10714	2.79119	7.11288	4.5	
2.6: 	0.84069	5.4262	5.82713	2.73698	4.94016	4.5	
2.85: 	0.705214	4.45291	7.04339	2.41682	3.99048	4.5	
3.15: 	3.49263	8.35238	4.67067	2.44288	7.68937	4.5	
3.5: 	3.87163	2.94854	7.18214	2.20118	2.51894	4.5	
3.9: 	4.10114	10.054	9.52778	1.88586	2.88327	4.5	
4.35: 	7.87267	7.92516	9.64542	1.69115	7.65957	4.5	
5: 	7.08827	5.26344	10.0412	1.64048	9.34451	4.5	
5.8: 	3.69154	10.3568	12.7533	1.44534	9.77879	4.5	
6.6: 	3.83897	10.5362	11.4867	1.40002	9.54907	4.5	
7.5: 	2.08306	13.0595	8.66272	1.40109	11.7569	4.5	
9.5: 	17.9914	32.8697	27.8248	1.44682	12.8214	4.5	
