Pt bin	YieldExtraction	OpeningAngle	ClusterMinEnergy	ClusterNCells	ClusterNonLinearity	ClusterTrackMatchingCalo	ClusterM02	ClusterMaterialTRD	ClusterEnergyScale	CellTiming	Trigger	Efficiency	
5.5	5	5.39875	1.13202	1.5	3.8575	2.35	1.0475	4.24	0.705094	0	7.63655	3.78579	13.05
6.5	5	5.56875	1.13032	1.5	3.9875	2.58	1.1575	4.24	0.607944	0	7.63655	2.60717	12.9188
7.5	5	5.76875	1.13005	1.5	4.1375	2.85	1.2875	4.24	0.556813	0	7.63655	2.20644	13.0452
8.5	5	5.99875	1.13001	1.5	4.3075	3.16	1.4375	4.24	0.529901	0	7.63655	2.07019	13.2657
9.5	5	6.25875	1.13	1.5	4.4975	3.51	1.6075	4.24	0.515738	0	7.63655	2.02386	13.5457
10.5	5	6.54875	1.13	1.5	4.7075	3.9	1.7975	4.24	0.508283	0	7.63655	2.00811	13.878
11.5	5	6.86875	1.13	1.5	4.9375	4.33	2.0075	4.24	0.504359	0	7.63655	2.00276	14.2627
13	5	7.405	1.13	1.5	5.32	5.05	2.36	4.24	0.501665	0	7.63655	2.00055	14.9427
15	5	8.225	1.13	1.5	5.9	6.15	2.9	4.24	0.500461	0	7.63655	2.00006	16.0551
