1: 	1.01602	2.51762	1.25861	0	1.23893	4.5	
1.2: 	1.31381	3.03935	0.584719	0	0.572632	4.5	
1.4: 	0.554637	3.7922	1.98457	0	1.99931	4.5	
1.6: 	1.15086	1.81493	1.00761	0	2.46489	4.5	
1.8: 	1.50143	3.67584	2.28633	0	2.27574	4.5	
2: 	2.33305	5.44963	2.46412	0	1.68767	4.5	
2.2: 	1.78447	3.49228	1.37584	0	1.87013	4.5	
2.4: 	2.98173	5.45923	4.37393	0	4.01018	4.5	
2.6: 	3.81633	6.33241	3.55303	0	1.69591	4.5	
2.85: 	1.50361	5.31428	2.02961	0	3.05632	4.5	
3.15: 	2.13687	4.83268	3.93523	0	3.4194	4.5	
3.5: 	2.04033	4.69481	3.07165	0	3.11215	4.5	
3.9: 	1.76083	6.33196	2.81678	0	4.33902	4.5	
4.35: 	1.40809	5.64728	3.69172	0	3.03493	4.5	
5: 	1.30089	4.80341	5.56499	0	2.7028	4.5	
5.8: 	1.60484	5.47057	11.775	0	7.11856	4.5	
6.6: 	2.53997	8.02862	16.4031	0	4.22609	4.5	
7.5: 	1.36489	8.91972	26.9001	0	3.1558	4.5	
9.5: 	3.77697	17.2306	14.177	0	4.84249	4.5	
