Pt bin	YieldExtraction	OpeningAngle	ClusterMinEnergy	ClusterNCells	ClusterNonLinearity	ClusterTrackMatchingCalo	ClusterM02	ClusterMaterialTRD	ClusterEnergyScale	CellTiming	Trigger	Efficiency	
3.5	13.08	0	1.8194	1.5	7.315	6.30625	0.8875	4.24	2.48078	0.95	4.65911	11.0114	20.9453
5	11.8593	0	1.70268	1.5	7.6	6.625	1	4.24	1.56541	0.95	4.65911	7.12537	18.5001
7	10.9486	0	1.69519	1.5	8.12	7.225	1.22	4.24	1.15662	0.95	4.65911	5.53134	17.8084
