2.5	-72.4184	72.4184	-72.4184	72.4184
3.5	-31.0147	31.0147	-31.0147	31.0147
5	-21.162	21.162	-21.162	21.162
7	-16.5026	16.5026	-16.5026	16.5026
9	-19.3437	19.3437	-19.3437	19.3437
11	-23.4972	23.4972	-23.4972	23.4972
14	-28.3886	28.3886	-28.3886	28.3886
