          0.03       1882.63
          0.09       1630.27
          0.15       1278.07
          0.21       965.931
          0.27         720.4
          0.33       539.642
          0.39       406.319
          0.45       307.397
          0.51       235.685
          0.57       181.133
          0.63       140.779
          0.69       109.991
          0.75       86.8296
          0.81       68.9383
          0.87       54.7467
          0.93       43.8011
          0.99       35.2747
          1.05       28.4881
          1.11       23.0929
          1.17       18.7717
          1.23       15.2944
          1.29       12.5553
          1.35       10.2378
          1.41       8.49722
          1.47       6.93785
          1.53       5.83464
          1.59       4.78106
          1.65        3.9378
          1.71       3.24728
          1.77       2.68391
          1.83       2.24401
          1.89       1.87319
          1.95       1.57139
          2.01       1.30456
          2.07       1.08116
          2.13      0.896153
          2.19      0.731133
          2.25       0.60761
          2.31      0.529663
          2.37      0.439312
          2.43      0.371118
          2.49      0.308679
          2.55      0.256365
          2.61      0.229098
          2.67      0.185875
          2.73      0.151647
          2.79      0.128917
          2.85      0.107102
          2.91     0.0954003
          2.97     0.0767063
          3.03      0.065267
          3.09     0.0529934
          3.15     0.0490152
          3.21     0.0388138
          3.27     0.0316224
          3.33     0.0284881
          3.39     0.0227664
          3.45      0.021052
          3.51     0.0157215
          3.57      0.014928
          3.63     0.0113707
          3.69    0.00980316
          3.75    0.00764663
          3.81    0.00625464
          3.87    0.00477901
          3.93    0.00626994
          3.99    0.00490442
          4.05    0.00304336
          4.11    0.00339236
          4.17    0.00263229
          4.23    0.00196436
          4.29     0.0021245
          4.35    0.00160245
          4.41   0.000971932
          4.47    0.00101912
          4.53    0.00124256
          4.59   0.000817028
          4.65   0.000633899
          4.71   0.000341876
          4.77   0.000449325
          4.83   0.000222247
          4.89   0.000438344
          4.95   0.000108549
          5.01   0.000535869
          5.07   0.000317895
          5.13   0.000157136
          5.19   0.000103179
          5.31   0.000100953
          5.37   9.96393e-05
          5.49   0.000146941
          5.55   4.81886e-05
          5.67   9.42809e-05
          5.97   4.50892e-05
