          0.03       844.172
          0.09        717.07
          0.15       556.757
          0.21       416.824
          0.27       312.086
          0.33       233.958
          0.39       177.213
          0.45       135.417
          0.51       104.512
          0.57       81.1975
          0.63       63.7584
          0.69       50.2176
          0.75         39.84
          0.81       31.9751
          0.87       25.7433
          0.93       20.6937
          0.99       16.6911
          1.05       13.6215
          1.11       11.0768
          1.17       9.04542
          1.23       7.51264
          1.29       6.13032
          1.35       5.03557
          1.41       4.17036
          1.47       3.45045
          1.53       2.86988
          1.59       2.40292
          1.65        1.9991
          1.71       1.65444
          1.77        1.3823
          1.83       1.16089
          1.89      0.956363
          1.95      0.801037
          2.01      0.674329
          2.07      0.563989
          2.13      0.471289
          2.19      0.400286
          2.25      0.332948
          2.31      0.278253
          2.37      0.230256
          2.43       0.19534
          2.49      0.161534
          2.55      0.137979
          2.61      0.113533
          2.67     0.0970876
          2.73     0.0875259
          2.79     0.0697604
          2.85     0.0595281
          2.91      0.050837
          2.97     0.0428506
          3.03     0.0364759
          3.09     0.0300027
          3.15     0.0251209
          3.21     0.0219841
          3.27     0.0185186
          3.33     0.0155522
          3.39     0.0127525
          3.45     0.0107796
          3.51    0.00917718
          3.57    0.00867401
          3.63    0.00614206
          3.69    0.00652826
          3.75    0.00488501
          3.81    0.00469037
          3.87    0.00391795
          3.93    0.00300698
          3.99    0.00249011
          4.05    0.00229521
          4.11    0.00184422
          4.17    0.00149312
          4.23    0.00151442
          4.29    0.00117739
          4.35   0.000932936
          4.41   0.000818991
          4.47   0.000625308
          4.53   0.000617602
          4.59   0.000471477
          4.65   0.000465314
          4.71   0.000364005
          4.77   0.000283919
          4.83   0.000205263
          4.89   0.000276853
          4.95   0.000182145
          5.01   0.000234269
          5.07   7.11964e-05
          5.13   7.03719e-05
          5.19   8.67451e-05
          5.25    3.4218e-05
          5.31   0.000135961
          5.37    8.4225e-05
          5.43   4.98507e-05
          5.49   4.93918e-05
          5.55   1.63327e-05
          5.61   3.22375e-05
          5.67   1.59563e-05
          5.73   1.57685e-05
          5.97   1.50938e-05
