          0.03       122.122
          0.09       101.849
          0.15       75.9027
          0.21       54.0065
          0.27       38.2574
          0.33       27.2641
          0.39        19.714
          0.45        14.349
          0.51       10.5924
          0.57       7.85434
          0.63       5.89907
          0.69       4.45363
          0.75       3.38649
          0.81       2.57192
          0.87       1.97047
          0.93       1.52076
          0.99       1.17135
          1.05      0.904922
          1.11       0.70466
          1.17      0.552054
          1.23      0.428244
          1.29      0.333886
          1.35      0.262617
          1.41      0.203471
          1.47      0.162515
          1.53       0.12788
          1.59      0.101305
          1.65     0.0803674
          1.71     0.0629501
          1.77     0.0493053
          1.83     0.0408031
          1.89     0.0315854
          1.95     0.0251427
          2.01     0.0204666
          2.07     0.0156145
          2.13     0.0129669
          2.19    0.00980117
          2.25    0.00762588
          2.31     0.0064408
          2.37     0.0053827
          2.43     0.0039556
          2.49    0.00320345
          2.55    0.00270763
          2.61    0.00222495
          2.67    0.00178954
          2.73    0.00139321
          2.79     0.0011213
          2.85   0.000884182
          2.91   0.000781579
          2.97   0.000538297
          3.03   0.000379016
          3.09   0.000398711
          3.15   0.000313895
          3.21   0.000227935
          3.27   0.000186347
          3.33   0.000211298
          3.39   9.60637e-05
          3.45   0.000102133
          3.51   2.69637e-05
          3.57   5.30396e-05
          3.63     6.335e-05
          3.69   2.56813e-05
          3.75    3.2542e-05
          3.81   2.48567e-05
          3.87   2.10067e-05
          3.93   1.37689e-05
          3.99   1.69441e-05
          4.05   1.67546e-05
          4.11   9.90323e-06
          4.17   1.29937e-05
          4.23   3.19119e-06
          4.29   1.26675e-05
          4.35   3.10775e-06
          4.41   3.06144e-06
          4.47   9.08961e-06
          4.59   2.95899e-06
          4.65   8.74549e-06
          4.71   2.88508e-06
          5.55   2.44633e-06
