          0.03        1298.7
          0.09       1139.77
          0.15       915.111
          0.21        704.61
          0.27        536.52
          0.33       407.487
          0.39       311.304
          0.45       239.178
          0.51       184.979
          0.57       143.808
          0.63       112.534
          0.69       88.4975
          0.75       69.9671
          0.81       55.6537
          0.87       44.4123
          0.93       35.7034
          0.99       28.6875
          1.05       23.2611
          1.11       18.8416
          1.17       15.3362
          1.23       12.5185
          1.29       10.2216
          1.35       8.36169
          1.41       6.84624
          1.47        5.6178
          1.53       4.62448
          1.59       3.82204
          1.65       3.15447
          1.71       2.59884
          1.77       2.15069
          1.83        1.7724
          1.89       1.47732
          1.95       1.22295
          2.01       1.02181
          2.07      0.849477
          2.13      0.697609
          2.19      0.585244
          2.25      0.486105
          2.31      0.405352
          2.37      0.339032
          2.43      0.281173
          2.49       0.23546
          2.55      0.197328
          2.61      0.165494
          2.67      0.140183
          2.73      0.113423
          2.79     0.0986224
          2.85     0.0797579
          2.91     0.0677247
          2.97     0.0578507
          3.03     0.0475817
          3.09     0.0396301
          3.15     0.0331264
          3.21     0.0281535
          3.27     0.0242651
          3.33     0.0198092
          3.39     0.0170485
          3.45     0.0139734
          3.51     0.0115936
          3.57     0.0100243
          3.63     0.0081945
          3.69    0.00681273
          3.75    0.00584251
          3.81    0.00513838
          3.87    0.00407353
          3.93    0.00388179
          3.99       0.00291
          4.05    0.00265387
          4.11    0.00222653
          4.17    0.00184138
          4.23    0.00143653
          4.29    0.00133445
          4.35    0.00105889
          4.41    0.00096481
          4.47   0.000844033
          4.53   0.000522214
          4.59   0.000592571
          4.65   0.000447018
          4.71   0.000414361
          4.77     0.0003152
          4.83    0.00027828
          4.89   0.000248835
          4.95   0.000226286
          5.01   0.000198137
          5.07    0.00013239
          5.13   4.99542e-05
          5.19   0.000123145
          5.25   0.000121873
          5.31   5.40456e-05
          5.37   5.94863e-05
          5.43   5.89791e-05
          5.49   4.67479e-05
          5.55   2.88326e-05
          5.61   5.72323e-06
          5.67   1.69395e-05
          5.73   2.78707e-05
          5.79   1.10832e-05
          5.85   3.28175e-05
