  1.1  0.156
  1.4  0.150
  1.8  0.143
  2.2  0.137
  2.8  0.130
  3.6  0.124
  4.0  0.122
  4.4  0.121
  5.2  0.122
  6.0  0.125
  8.0  0.142
 10.0  0.168
 12.0  0.191
 15.0  0.227
 17.0  0.250
 20.0  0.284
 25.0  0.337
 30.0  0.385
 40.0  0.463
 50.0  0.521
 70.0  0.598
100.0  0.633
150.0  0.587
200.0  0.500
