4.5	0.10057349046566497
9.5	0.15598198082338924
14.5	0.20878421083775905
19.5	0.2558574278181212
24.5	0.2975204074999985
29.5	0.33431311878866976
34.5	0.36689231251599436
39.5	0.39587673973068166
44.5	0.4216668911121557
49.5	0.44480218521560705
54.5	0.4655630194700456
59.5	0.4843141545839424
64.5	0.5012761518272804
69.5	0.516710626455949
74.5	0.5308085316749684
79.5	0.5436983569867303
84.5	0.5555408313112296
89.5	0.5664752720819948
94.5	0.5765740493329381
99.5	0.5859221459148911
104.5	0.5946035459786121
109.5	0.6026709105936388
114.5	0.6101739887015013
119.5	0.6171767816165756
124.5	0.6237073219496448
129.5	0.629798055032854
134.5	0.6354929566904491
139.5	0.6408074539942049
144.5	0.6457690977072424
149.5	0.65039808618919
154.5	0.6547126664771015
159.5	0.6587303953663299
164.5	0.662469800623101
169.5	0.6659544238195966
174.5	0.6692065923697816
179.5	0.6722362187170755
184.5	0.6750498921849211
189.5	0.6776496540908868
194.5	0.6800880084813937
