4.5	0.2169044894550976
9.5	0.3059991843541733
14.5	0.37742589871388166
19.5	0.4348773105615863
24.5	0.4821007303507118
29.5	0.5214673426020865
34.5	0.5547589700984241
39.5	0.5831980906102914
44.5	0.6076608867325354
49.5	0.6290060359060168
54.5	0.647623259921682
59.5	0.6640999712523977
64.5	0.6787122873891979
69.5	0.691745889102242
74.5	0.7034711545428666
79.5	0.7140325427088977
84.5	0.7236016635859863
89.5	0.732333070894355
94.5	0.740322656728437
99.5	0.7476317404415143
104.5	0.7543910409768506
109.5	0.7606055331424735
114.5	0.7663570017310178
119.5	0.7716906167534255
124.5	0.7766534116524342
129.5	0.7812769874454599
134.5	0.7855796784031047
139.5	0.789590510302584
144.5	0.7933295447340861
149.5	0.7968192618751692
154.5	0.8000815715244707
159.5	0.8031229715255825
164.5	0.8059567292072526
169.5	0.8085908995835711
174.5	0.8110457353508073
179.5	0.8133153914052388
184.5	0.8153976704554283
189.5	0.81727267428924
194.5	0.8189920612608041
