1.4 1.3 1.5 8.94985e+08
1.6 1.5 1.7 5.52299e+08
1.8 1.7 1.9 3.37645e+08
2 1.9 2.1 2.08759e+08
2.2 2.1 2.3 1.32447e+08
2.4 2.3 2.5 8.59691e+07
2.6 2.5 2.7 5.71456e+07
2.8 2.7 2.9 3.89239e+07
3 2.9 3.1 2.70512e+07
3.2 3.1 3.3 1.91496e+07
3.4 3.3 3.5 1.3805e+07
3.6 3.5 3.7 1.01112e+07
3.8 3.7 3.9 7.50482e+06
4.075 3.9 4.25 5.14109e+06
4.5 4.25 4.75 2.98098e+06
5 4.75 5.25 1.63653e+06
5.5 5.25 5.75 952686
6.125 5.75 6.5 519882
7.75 6.5 9 155444
10 9 11 30863.3
12.5 11 14 8391.19
16 14 18 1891.51
