# E d^3sigma/d^3p [pb] for neutral pion production in p+Pb collisions 
# at 5.02 TeV in -0.335 < y_CM < 1.265 (|y_LAB|<0.8).
# Calculations in NLO pQCD with CT14+EPPS16+DSS14, based on Nucl.Phys.B883 
# (2014) 615-628 but with updated (n)PDFs and FFs. From I. Helenius
# pT   central      DSS14+    DSS14- (68% conf- level)
1.3 1.10452e+09 1.22167e+09 9.87361e+08
1.5 7.01105e+08 7.74203e+08 6.28007e+08
1.7 4.27358e+08 4.7193e+08 3.82786e+08
2 2.0662e+08 2.28637e+08 1.84602e+08
2.5 6.92736e+07 7.67218e+07 6.18254e+07
3 2.6888e+07 2.98426e+07 2.39334e+07
4 5.63302e+06 6.27484e+06 4.99119e+06
5 1.61013e+06 1.79414e+06 1.42611e+06
7.5 157123 175300 138947
10 28757.8 32082.9 25432.8
12.5 7558.24 8426.21 6690.27
15 2498.52 2782.27 2214.78
20 424.639 471.597 377.681
25 105.065 116.369 93.7603
30 33.1873 36.6462 29.7284
40 5.24627 5.75918 4.73337
50 1.22758 1.34009 1.11508
