# E d^3sigma/d^3p [pb] for neutral pion production in p+Pb collisions 
# at 5.02 TeV in -0.335 < y_CM < 1.265 (|y_LAB|<0.8).
# Calculations in NLO pQCD with CT14+EPPS16+DSS14, based on Nucl.Phys.B883 
# (2014) 615-628 but with updated (n)PDFs and FFs. From I. Helenius
# pT   central     scales+      scales- (an envelope as in publication above)
1.3 1.10452e+09 2.0985e+10 3.76146e+08
1.5 7.01105e+08 3.1297e+09 2.60575e+08
1.7 4.27358e+08 1.62289e+09 1.31113e+08
2 2.0662e+08 6.58342e+08 4.89917e+07
2.5 6.92736e+07 1.78422e+08 2.37325e+07
3 2.6888e+07 6.04183e+07 1.20101e+07
4 5.63302e+06 1.04427e+07 3.30116e+06
5 1.61013e+06 2.64816e+06 1.03941e+06
7.5 157123 227513 110391
10 28757.8 38497.5 21226.8
12.5 7558.24 9570.34 5735.34
15 2498.52 3040.06 1937.73
20 424.639 487.816 339.041
25 105.065 117.053 85.5862
30 33.1873 36.1431 27.3364
40 5.24627 5.65456 4.34623
50 1.22758 1.31869 1.01963
