%: table_doi: 10.17182/hepdata.68361.v1/t7
%: name: Table 7
%: description: QpPb V0A.

%: data_file: Table7.yaml
%: keyword reactions: P PB --> CHARGED X
%: keyword observables: DN/DPT
%: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence
%: $p_{T}$ (GeV/c)			$Q_{pPb}$
%: $p_{T}$ (GeV/c)			$Q_{pPb}$
%'$p_{T}$ (GeV/c)'	'$p_{T}$ (GeV/c) LOW'	'$p_{T}$ (GeV/c) HIGH'	'(5-10%)'	'stat +'	'stat -'	'sys +'	'sys -'	'sys	Common syst. unc. on TpA +'	'sys	Common syst. unc. on TpA -'	'sys	Common syst. unc. on Normalization +'	'sys	Common syst. unc. on Normalization -'
6.75	6.5	7.0	1.2251	0.0149	-0.0149	0.1034	-0.1034	0.034	-0.034	0.036	-0.036
7.5	7.0	8.0	1.2019	0.0135	-0.0135	0.1011	-0.1011	0.034	-0.034	0.036	-0.036
8.5	8.0	9.0	1.1996	0.0186	-0.0186	0.101	-0.101	0.034	-0.034	0.036	-0.036
9.5	9.0	10.0	1.1313	0.0236	-0.0236	0.095	-0.095	0.034	-0.034	0.036	-0.036
10.5	10.0	11.0	1.1152	0.0286	-0.0286	0.094	-0.094	0.034	-0.034	0.036	-0.036
11.5	11.0	12.0	1.1293	0.0356	-0.0356	0.0956	-0.0956	0.034	-0.034	0.036	-0.036
12.5	12.0	13.0	1.1756	0.0453	-0.0453	0.0973	-0.0973	0.034	-0.034	0.036	-0.036
13.5	13.0	14.0	1.0696	0.0517	-0.0517	0.0893	-0.0893	0.034	-0.034	0.036	-0.036
14.5	14.0	15.0	1.1539	0.0651	-0.0651	0.0983	-0.0983	0.034	-0.034	0.036	-0.036
15.5	15.0	16.0	0.9893	0.0703	-0.0703	0.0837	-0.0837	0.034	-0.034	0.036	-0.036
17.0	16.0	18.0	1.1499	0.068	-0.068	0.099	-0.099	0.034	-0.034	0.036	-0.036
19.0	18.0	20.0	1.1172	0.0908	-0.0908	0.0998	-0.0998	0.034	-0.034	0.036	-0.036
21.0	20.0	22.0	1.0432	0.11	-0.11	0.0934	-0.0934	0.034	-0.034	0.036	-0.036
23.0	22.0	24.0	0.9948	0.1329	-0.1329	0.0902	-0.0902	0.034	-0.034	0.036	-0.036
26.0	24.0	28.0	1.0522	0.2616	-0.2616	0.1352	-0.1352	0.034	-0.034	0.036	-0.036
30.0	28.0	32.0	0.9927	0.3713	-0.3713	0.1263	-0.1263	0.034	-0.034	0.036	-0.036
