1.3 0.792142 0.923846 0.654847
1.59666 0.822038 0.938302 0.699548
1.96102 0.856869 0.95456 0.753398
2.40852 0.882426 0.969151 0.795991
2.95814 0.905102 0.976554 0.827222
3.63319 0.923654 0.985625 0.85648
4.46228 0.939938 0.994771 0.884059
5.48056 0.955625 1.00107 0.906729
6.73122 0.970049 1.00787 0.927868
8.26729 0.981993 1.01723 0.95092
10.1539 0.995291 1.02147 0.966402
12.471 1.00662 1.03068 0.984826
15.3169 1.01714 1.03985 1.00018
20.8484 1.03395 1.0512 1.01061
25.606 1.04198 1.06238 1.01805
31.4493 1.04712 1.07718 1.02649
38.626 1.05234 1.08516 1.03107
47.4404 1.0547 1.08933 1.03281
58.2662 1.05501 1.08709 1.03143
71.5625 1.05218 1.08306 1.0274
87.8931 1.04589 1.07717 1.02229
107.95 1.03878 1.06338 1.01024
132.584 1.02743 1.05005 0.998984
162.84 1.01369 1.03947 0.986335
200 0.999858 1.03063 0.968342
