1.3 0.888106 1.02726 0.739044
1.59666 0.906015 1.02899 0.773491
1.96102 0.926857 1.02903 0.814002
2.40852 0.942162 1.03004 0.845778
2.95814 0.954939 1.03055 0.871042
3.63319 0.965429 1.03161 0.893596
4.46228 0.975384 1.03202 0.912537
5.48056 0.984055 1.03266 0.930401
6.73122 0.99204 1.03321 0.946126
8.26729 0.999084 1.03602 0.961681
10.1539 1.00619 1.03748 0.974695
12.471 1.01337 1.03798 0.985369
15.3169 1.01844 1.04255 0.995936
20.8484 1.02523 1.05141 1.00418
25.606 1.03139 1.05434 1.00444
31.4493 1.03366 1.06063 1.00771
38.626 1.03546 1.0647 1.00681
47.4404 1.03551 1.06751 1.00616
58.2662 1.03321 1.06544 1.00527
71.5625 1.02909 1.06174 1.00326
87.8931 1.02363 1.05541 0.998913
107.95 1.01748 1.04537 0.990487
132.584 1.00843 1.03792 0.981171
162.84 0.998591 1.03244 0.969108
200 0.990285 1.02496 0.9531
