1.3 0.814261 0.937462 0.683581
1.59666 0.840438 0.952664 0.726838
1.96102 0.872235 0.965592 0.774798
2.40852 0.896763 0.976031 0.813218
2.95814 0.91638 0.985015 0.843923
3.63319 0.93336 0.992385 0.870792
4.46228 0.948407 0.999495 0.894768
5.48056 0.962365 1.00603 0.917201
6.73122 0.975048 1.01151 0.936355
8.26729 0.986657 1.01993 0.95637
10.1539 0.997225 1.02611 0.974736
12.471 1.00906 1.03137 0.986543
15.3169 1.01898 1.0395 1.0009
20.8484 1.03275 1.05267 1.01268
25.606 1.04017 1.06338 1.01815
31.4493 1.0463 1.06998 1.02182
38.626 1.05219 1.07525 1.0206
47.4404 1.05442 1.07921 1.02283
58.2662 1.05356 1.07976 1.02338
71.5625 1.04996 1.07637 1.02197
87.8931 1.0436 1.07034 1.0185
107.95 1.03514 1.06043 1.00999
132.584 1.02458 1.04771 0.998355
162.84 1.01203 1.03681 0.984556
200 0.998816 1.02686 0.967429
