1.3 0.824781 0.94687 0.696882
1.59666 0.850136 0.959006 0.737269
1.96102 0.880067 0.971261 0.784069
2.40852 0.902482 0.981599 0.821069
2.95814 0.921445 0.988485 0.849709
3.63319 0.937336 0.995364 0.875433
4.46228 0.951432 1.00197 0.898628
5.48056 0.964645 1.00738 0.919318
6.73122 0.976611 1.01293 0.937942
8.26729 0.987295 1.01972 0.956932
10.1539 0.997932 1.02459 0.972209
12.471 1.00803 1.03096 0.986524
15.3169 1.01721 1.03825 0.999223
20.8484 1.03049 1.04916 1.01021
25.606 1.03743 1.05823 1.01594
31.4493 1.04241 1.06756 1.02102
38.626 1.04684 1.07312 1.02291
47.4404 1.04887 1.07627 1.02375
58.2662 1.04841 1.07571 1.02323
71.5625 1.04535 1.07209 1.02063
87.8931 1.03959 1.0659 1.01618
107.95 1.03188 1.05612 1.00798
132.584 1.02183 1.04488 0.996794
162.84 1.01015 1.03502 0.983088
200 0.997822 1.02708 0.966873
