1.3 0.84446 0.966674 0.715153
1.59666 0.867336 0.976121 0.753211
1.96102 0.893956 0.98635 0.797428
2.40852 0.913978 0.993722 0.831245
2.95814 0.930812 0.999544 0.858198
3.63319 0.945067 1.00457 0.882012
4.46228 0.957625 1.00916 0.902704
5.48056 0.969256 1.01305 0.922057
6.73122 0.979178 1.01872 0.940357
8.26729 0.989513 1.02034 0.955506
10.1539 0.998559 1.02615 0.970329
12.471 1.00639 1.03283 0.985709
15.3169 1.01551 1.03707 0.994502
20.8484 1.02683 1.045 1.00737
25.606 1.0321 1.05273 1.0151
31.4493 1.03726 1.0603 1.01709
38.626 1.03991 1.06512 1.01986
47.4404 1.04254 1.06531 1.01858
58.2662 1.04239 1.06658 1.01782
71.5625 1.04013 1.06302 1.01435
87.8931 1.03543 1.05675 1.00861
107.95 1.0257 1.05235 1.00772
132.584 1.01712 1.04258 0.99541
162.84 1.0083 1.03165 0.978256
200 0.996028 1.0265 0.965773
